year,tmID,franchID,confID,rank,playoff,firstRound,semis,finals,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,won,lost,GP,homeW,homeL,awayW,awayL,confW,confL,min,coach_experience,player_average_height,player_average_weight,player_total_GP,player_total_GS,player_total_points,player_total_oRebounds,player_total_dRebounds,player_total_rebounds,player_total_assists,player_total_steals,player_total_blocks,player_total_turnovers,player_total_PF,player_total_fgAttempted,player_total_fgMade,player_total_ftAttempted,player_total_ftMade,player_total_threeAttempted,player_total_threeMade,player_total_dq,player_total_PostGP,player_total_PostGS,player_total_PostMinutes,player_total_PostPoints,player_total_PostoRebounds,player_total_PostdRebounds,player_total_PostRebounds,player_total_PostAssists,player_total_PostSteals,player_total_PostBlocks,player_total_PostTurnovers,player_total_PostPF,player_total_PostfgAttempted,player_total_PostfgMade,player_total_PostftAttempted,player_total_PostftMade,player_total_PostthreeAttempted,player_total_PostthreeMade,player_total_PostDQ,player_total_awards,winrate,home_winrate,away_winrate,conf_winrate,o_fg_pct,o_ft_pct,o_3p_pct,o_oreb_pct,o_dreb_pct,d_fg_pct,d_ft_pct,d_3p_pct,d_oreb_pct,d_dreb_pct,pts_diff
4,PHO,PHO,WE,7.0,N,,,,801.0,2095.0,379.0,556.0,116.0,349.0,357.0,643.0,1000.0,461.0,664.0,310.0,479.0,111.0,2097.0,834.0,1867.0,466.0,626.0,136.0,371.0,303.0,811.0,1114.0,509.0,667.0,275.0,610.0,146.0,2270.0,8.0,26.0,34.0,6.0,11.0,2.0,15.0,5.0,19.0,6925.0,0.0,181.23809523809524,72.33333333333333,352.0,170.0,2097.0,357.0,643.0,1000.0,461.0,310.0,111.0,463.0,664.0,2095.0,801.0,556.0,379.0,349.0,116.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.35294117647058826,0.11764705882352941,0.20833333333333334,0.38233890214797134,0.6816546762589928,0.332378223495702,0.357,0.643,0.4467059453668988,0.744408945686901,0.3665768194070081,0.2719928186714542,0.7280071813285458,-173.0
5,PHO,PHO,WE,5.0,N,,,,826.0,1922.0,456.0,598.0,192.0,519.0,264.0,652.0,916.0,501.0,748.0,282.0,464.0,137.0,2300.0,784.0,1845.0,534.0,724.0,133.0,348.0,309.0,711.0,1020.0,456.0,660.0,226.0,536.0,137.0,2235.0,17.0,17.0,34.0,10.0,7.0,7.0,10.0,11.0,11.0,6825.0,0.0,185.78571428571428,77.57142857142857,342.0,170.0,2300.0,264.0,652.0,916.0,501.0,282.0,137.0,453.0,748.0,1922.0,826.0,598.0,456.0,519.0,192.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5882352941176471,0.4117647058823529,0.5,0.4297606659729448,0.7625418060200669,0.3699421965317919,0.28820960698689957,0.7117903930131004,0.42493224932249324,0.7375690607734806,0.382183908045977,0.3029411764705882,0.6970588235294117,65.0
6,PHO,PHO,WE,5.0,N,,,,826.0,1994.0,531.0,693.0,178.0,539.0,342.0,720.0,1062.0,549.0,697.0,243.0,517.0,179.0,2361.0,855.0,1993.0,523.0,720.0,121.0,332.0,319.0,705.0,1024.0,470.0,672.0,265.0,483.0,112.0,2354.0,16.0,18.0,34.0,11.0,6.0,5.0,12.0,12.0,10.0,6800.0,300.0,185.06666666666666,77.06666666666666,320.0,170.0,2361.0,342.0,720.0,1062.0,549.0,243.0,179.0,510.0,697.0,1994.0,826.0,693.0,531.0,539.0,178.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.6470588235294118,0.29411764705882354,0.5454545454545454,0.41424272818455365,0.7662337662337663,0.3302411873840445,0.3220338983050847,0.6779661016949152,0.42900150526843955,0.7263888888888889,0.3644578313253012,0.3115234375,0.6884765625,7.0
7,PHO,PHO,WE,5.0,N,,,,1079.0,2434.0,537.0,684.0,265.0,722.0,334.0,811.0,1145.0,640.0,741.0,275.0,442.0,127.0,2960.0,1023.0,2360.0,630.0,852.0,203.0,618.0,408.0,875.0,1283.0,578.0,669.0,231.0,537.0,126.0,2879.0,18.0,16.0,34.0,10.0,7.0,8.0,9.0,8.0,12.0,6900.0,0.0,182.0625,72.3125,334.0,170.0,2960.0,334.0,811.0,1145.0,640.0,275.0,127.0,433.0,741.0,2434.0,1079.0,684.0,537.0,722.0,265.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5294117647058824,0.5882352941176471,0.47058823529411764,0.4,0.44330320460147904,0.7850877192982456,0.3670360110803324,0.29170305676855895,0.7082969432314411,0.43347457627118646,0.7394366197183099,0.3284789644012945,0.3180046765393609,0.6819953234606392,81.0
8,PHO,PHO,WE,1.0,Y,W,W,W,1063.0,2419.0,616.0,754.0,283.0,802.0,279.0,873.0,1152.0,683.0,658.0,285.0,486.0,159.0,3025.0,1022.0,2526.0,570.0,716.0,290.0,762.0,445.0,945.0,1390.0,628.0,684.0,244.0,595.0,109.0,2904.0,23.0,11.0,34.0,12.0,5.0,11.0,6.0,17.0,5.0,6850.0,416.0,182.69230769230768,74.92307692307692,320.0,170.0,3025.0,279.0,873.0,1152.0,683.0,285.0,159.0,483.0,658.0,2419.0,1063.0,754.0,616.0,802.0,283.0,5.0,74.0,45.0,1801.0,862.0,104.0,223.0,327.0,176.0,70.0,43.0,99.0,165.0,669.0,291.0,218.0,183.0,257.0,97.0,1.0,1.0,0.6764705882352942,0.7058823529411765,0.6470588235294118,0.7727272727272727,0.43943778420835056,0.8169761273209549,0.35286783042394015,0.2421875,0.7578125,0.40459224069675376,0.7960893854748603,0.3805774278215223,0.32014388489208634,0.6798561151079137,121.0
9,PHO,PHO,WE,6.0,N,,,,1069.0,2485.0,642.0,773.0,230.0,701.0,375.0,851.0,1226.0,560.0,794.0,232.0,489.0,156.0,3010.0,1036.0,2460.0,694.0,932.0,243.0,695.0,440.0,858.0,1298.0,650.0,717.0,234.0,500.0,129.0,3009.0,16.0,18.0,34.0,10.0,7.0,6.0,11.0,8.0,12.0,6825.0,0.0,182.57142857142858,75.78571428571429,331.0,170.0,3010.0,375.0,851.0,1226.0,560.0,232.0,156.0,481.0,794.0,2485.0,1069.0,773.0,642.0,701.0,230.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.5882352941176471,0.35294117647058826,0.4,0.4301810865191147,0.8305304010349288,0.3281027104136947,0.30587275693311583,0.6941272430668842,0.4211382113821138,0.7446351931330472,0.3496402877697842,0.3389830508474576,0.6610169491525424,1.0
10,PHO,PHO,WE,1.0,Y,W,W,W,1128.0,2454.0,643.0,752.0,257.0,665.0,284.0,906.0,1190.0,625.0,740.0,225.0,500.0,181.0,3156.0,1094.0,2582.0,638.0,851.0,205.0,608.0,421.0,864.0,1285.0,607.0,671.0,260.0,460.0,143.0,3031.0,23.0,11.0,34.0,12.0,5.0,11.0,6.0,13.0,7.0,6900.0,470.0,182.0,73.33333333333333,327.0,170.0,3156.0,284.0,906.0,1190.0,625.0,225.0,181.0,489.0,740.0,2454.0,1128.0,752.0,643.0,665.0,257.0,6.0,102.0,55.0,2225.0,1034.0,97.0,267.0,364.0,191.0,64.0,41.0,124.0,226.0,778.0,370.0,239.0,202.0,231.0,92.0,2.0,3.0,0.6764705882352942,0.7058823529411765,0.6470588235294118,0.65,0.45965770171149145,0.8550531914893617,0.38646616541353385,0.23865546218487396,0.761344537815126,0.42370255615801705,0.7497062279670975,0.3371710526315789,0.3276264591439689,0.6723735408560312,125.0
1,POR,POR,WE,7.0,N,,,,761.0,1828.0,488.0,697.0,145.0,433.0,309.0,627.0,936.0,480.0,761.0,265.0,593.0,93.0,2155.0,788.0,1847.0,577.0,766.0,150.0,447.0,307.0,646.0,953.0,487.0,729.0,277.0,531.0,130.0,2303.0,10.0,22.0,32.0,6.0,10.0,4.0,12.0,4.0,17.0,6525.0,0.0,182.75,75.33333333333333,333.0,160.0,2155.0,309.0,627.0,936.0,480.0,265.0,93.0,565.0,761.0,1828.0,761.0,697.0,488.0,433.0,145.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.375,0.25,0.19047619047619047,0.4163019693654267,0.7001434720229556,0.3348729792147806,0.3301282051282051,0.6698717948717948,0.42663779101245264,0.7532637075718016,0.33557046979865773,0.32214060860440713,0.6778593913955928,-148.0
2,POR,POR,WE,7.0,N,,,,733.0,1891.0,450.0,612.0,172.0,519.0,300.0,696.0,996.0,451.0,633.0,244.0,500.0,106.0,2088.0,791.0,1944.0,461.0,656.0,159.0,410.0,343.0,763.0,1106.0,501.0,643.0,293.0,474.0,144.0,2202.0,11.0,21.0,32.0,6.0,10.0,5.0,11.0,5.0,16.0,6525.0,62.0,181.30769230769232,76.3076923076923,333.0,160.0,2088.0,300.0,696.0,996.0,451.0,244.0,106.0,486.0,633.0,1891.0,733.0,612.0,450.0,519.0,172.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.34375,0.375,0.3125,0.23809523809523808,0.387625594923321,0.7352941176470589,0.33140655105973027,0.30120481927710846,0.6987951807228916,0.40689300411522633,0.7027439024390244,0.3878048780487805,0.310126582278481,0.689873417721519,-114.0
3,POR,POR,WE,5.0,N,,,,829.0,1951.0,410.0,564.0,127.0,391.0,307.0,641.0,948.0,492.0,623.0,239.0,493.0,120.0,2195.0,819.0,1885.0,463.0,647.0,126.0,348.0,334.0,678.0,1012.0,486.0,616.0,272.0,508.0,139.0,2227.0,16.0,16.0,32.0,9.0,7.0,7.0,9.0,8.0,13.0,6475.0,164.0,181.53846153846155,76.6923076923077,331.0,160.0,2195.0,307.0,641.0,948.0,492.0,239.0,120.0,479.0,623.0,1951.0,829.0,564.0,410.0,391.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5625,0.4375,0.38095238095238093,0.424910302409021,0.7269503546099291,0.3248081841432225,0.32383966244725737,0.6761603375527426,0.43448275862068964,0.7156105100463679,0.3620689655172414,0.3300395256916996,0.6699604743083004,-32.0
1,SAC,SAC,WE,3.0,Y,L,,,876.0,1993.0,449.0,650.0,142.0,459.0,388.0,650.0,1038.0,567.0,571.0,332.0,458.0,157.0,2343.0,811.0,1918.0,410.0,544.0,144.0,418.0,320.0,631.0,951.0,503.0,600.0,226.0,524.0,116.0,2176.0,21.0,11.0,32.0,13.0,3.0,8.0,8.0,13.0,8.0,6400.0,0.0,180.33333333333334,73.08333333333333,306.0,160.0,2343.0,388.0,650.0,1038.0,567.0,332.0,157.0,449.0,571.0,1993.0,876.0,650.0,449.0,459.0,142.0,5.0,19.0,10.0,400.0,134.0,19.0,44.0,63.0,31.0,15.0,4.0,22.0,34.0,118.0,48.0,32.0,27.0,32.0,11.0,1.0,0.0,0.65625,0.8125,0.5,0.6190476190476191,0.43953838434520826,0.6907692307692308,0.3093681917211329,0.3737957610789981,0.626204238921002,0.42283628779979143,0.7536764705882353,0.3444976076555024,0.33648790746582546,0.6635120925341745,167.0
2,SAC,SAC,WE,2.0,Y,W,L,,837.0,1974.0,457.0,618.0,163.0,423.0,374.0,723.0,1097.0,558.0,588.0,276.0,494.0,158.0,2294.0,804.0,2003.0,415.0,578.0,116.0,400.0,343.0,662.0,1005.0,496.0,616.0,261.0,481.0,143.0,2139.0,20.0,12.0,32.0,12.0,4.0,8.0,8.0,13.0,8.0,6525.0,48.75,181.76923076923077,73.38461538461539,306.0,160.0,2294.0,374.0,723.0,1097.0,558.0,276.0,158.0,483.0,588.0,1974.0,837.0,618.0,457.0,423.0,163.0,5.0,48.0,25.0,1000.0,375.0,49.0,101.0,150.0,79.0,35.0,20.0,52.0,89.0,324.0,125.0,112.0,91.0,80.0,34.0,0.0,0.0,0.625,0.75,0.5,0.6190476190476191,0.42401215805471126,0.7394822006472492,0.38534278959810875,0.34092980856882404,0.659070191431176,0.40139790314528206,0.7179930795847751,0.29,0.34129353233830845,0.6587064676616915,155.0
3,SAC,SAC,WE,6.0,N,,,,780.0,1945.0,494.0,653.0,112.0,395.0,301.0,648.0,949.0,500.0,675.0,247.0,456.0,109.0,2166.0,815.0,1944.0,515.0,681.0,149.0,453.0,352.0,723.0,1075.0,493.0,633.0,233.0,496.0,128.0,2294.0,14.0,18.0,32.0,10.0,6.0,4.0,12.0,8.0,13.0,6575.0,210.0,184.07142857142858,74.64285714285714,295.0,160.0,2166.0,301.0,648.0,949.0,500.0,247.0,109.0,448.0,675.0,1945.0,780.0,653.0,494.0,395.0,112.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.625,0.25,0.38095238095238093,0.40102827763496146,0.7565084226646248,0.28354430379746837,0.3171759747102213,0.6828240252897787,0.419238683127572,0.7562408223201175,0.32891832229580575,0.32744186046511625,0.6725581395348837,-128.0
4,SAC,SAC,WE,3.0,Y,W,L,,862.0,2107.0,425.0,626.0,150.0,473.0,349.0,718.0,1067.0,568.0,641.0,297.0,461.0,122.0,2299.0,816.0,1991.0,435.0,597.0,149.0,467.0,345.0,751.0,1096.0,516.0,640.0,224.0,576.0,141.0,2216.0,19.0,15.0,34.0,12.0,5.0,7.0,10.0,13.0,11.0,6825.0,202.23529411764707,184.0909090909091,74.0909090909091,343.0,170.0,2299.0,349.0,718.0,1067.0,568.0,297.0,122.0,449.0,641.0,2107.0,862.0,626.0,425.0,473.0,150.0,7.0,58.0,30.0,1200.0,377.0,51.0,137.0,188.0,84.0,24.0,19.0,79.0,106.0,347.0,141.0,96.0,74.0,75.0,21.0,0.0,0.0,0.5588235294117647,0.7058823529411765,0.4117647058823529,0.5416666666666666,0.4091124822021832,0.6789137380191693,0.3171247357293869,0.3270852858481724,0.6729147141518276,0.4098442993470618,0.7286432160804021,0.31905781584582443,0.3147810218978102,0.6852189781021898,83.0
5,SAC,SAC,WE,4.0,Y,W,L,,874.0,2072.0,435.0,604.0,129.0,365.0,389.0,635.0,1024.0,519.0,641.0,314.0,485.0,118.0,2312.0,803.0,1872.0,474.0,631.0,161.0,458.0,310.0,676.0,986.0,513.0,646.0,241.0,593.0,117.0,2241.0,18.0,16.0,34.0,10.0,7.0,8.0,9.0,12.0,10.0,6900.0,375.0,183.75,74.58333333333333,357.0,170.0,2312.0,389.0,635.0,1024.0,519.0,314.0,118.0,461.0,641.0,2072.0,874.0,604.0,435.0,365.0,129.0,3.0,57.0,30.0,1225.0,392.0,61.0,114.0,175.0,89.0,66.0,33.0,81.0,97.0,363.0,148.0,103.0,76.0,72.0,20.0,0.0,0.0,0.5294117647058824,0.5882352941176471,0.47058823529411764,0.5454545454545454,0.4218146718146718,0.7201986754966887,0.35342465753424657,0.3798828125,0.6201171875,0.42895299145299143,0.751188589540412,0.35152838427947597,0.3144016227180527,0.6855983772819473,71.0
6,SAC,SAC,WE,1.0,Y,W,W,W,853.0,1986.0,494.0,721.0,129.0,360.0,369.0,674.0,1043.0,527.0,684.0,304.0,500.0,108.0,2329.0,751.0,1823.0,478.0,653.0,113.0,376.0,273.0,694.0,967.0,463.0,723.0,235.0,622.0,132.0,2093.0,25.0,9.0,34.0,15.0,2.0,10.0,7.0,17.0,5.0,6800.0,687.0,183.66666666666666,73.83333333333333,321.0,170.0,2253.0,355.0,659.0,1014.0,513.0,288.0,103.0,465.0,655.0,1946.0,825.0,687.0,474.0,360.0,129.0,1.0,75.0,40.0,1637.0,567.0,68.0,181.0,249.0,131.0,54.0,15.0,99.0,151.0,487.0,215.0,137.0,100.0,80.0,37.0,1.0,1.0,0.7352941176470589,0.8823529411764706,0.5882352941176471,0.7727272727272727,0.4295065458207452,0.6851595006934813,0.35833333333333334,0.3537871524448706,0.6462128475551294,0.4119583104772353,0.7320061255742726,0.300531914893617,0.2823164426059979,0.717683557394002,236.0
7,SAC,SAC,WE,2.0,Y,W,W,L,919.0,2190.0,542.0,741.0,157.0,461.0,418.0,720.0,1138.0,509.0,670.0,330.0,542.0,88.0,2537.0,872.0,2021.0,504.0,661.0,156.0,507.0,294.0,725.0,1019.0,507.0,687.0,244.0,633.0,143.0,2404.0,21.0,13.0,34.0,14.0,3.0,7.0,10.0,10.0,10.0,6875.0,1199.0,184.7,75.0,296.0,137.0,2036.0,331.0,637.0,968.0,457.0,268.0,70.0,414.0,535.0,1800.0,738.0,591.0,428.0,374.0,132.0,2.0,77.0,45.0,1622.0,635.0,92.0,168.0,260.0,136.0,67.0,19.0,96.0,155.0,545.0,237.0,158.0,113.0,116.0,48.0,0.0,2.0,0.6176470588235294,0.8235294117647058,0.4117647058823529,0.5,0.41963470319634705,0.7314439946018894,0.3405639913232104,0.36731107205623903,0.632688927943761,0.43146956952003956,0.762481089258699,0.3076923076923077,0.2885181550539745,0.7114818449460255,133.0
8,SAC,SAC,WE,3.0,Y,L,,,901.0,2214.0,572.0,745.0,153.0,429.0,452.0,723.0,1175.0,537.0,642.0,325.0,611.0,101.0,2527.0,891.0,2081.0,512.0,664.0,186.0,547.0,308.0,718.0,1026.0,542.0,689.0,274.0,649.0,141.0,2480.0,19.0,15.0,34.0,12.0,5.0,7.0,10.0,12.0,10.0,6950.0,0.0,184.91666666666666,75.16666666666667,313.0,170.0,2331.0,429.0,698.0,1127.0,507.0,288.0,91.0,524.0,587.0,2044.0,832.0,675.0,522.0,397.0,145.0,5.0,27.0,15.0,544.0,215.0,32.0,65.0,97.0,42.0,28.0,12.0,43.0,54.0,182.0,78.0,58.0,47.0,32.0,12.0,0.0,0.0,0.5588235294117647,0.7058823529411765,0.4117647058823529,0.5454545454545454,0.4069557362240289,0.7677852348993288,0.35664335664335667,0.38468085106382977,0.6153191489361702,0.42815953868332535,0.7710843373493976,0.340036563071298,0.3001949317738791,0.6998050682261209,47.0
9,SAC,SAC,WE,4.0,Y,L,,,883.0,2159.0,611.0,816.0,168.0,438.0,388.0,721.0,1109.0,473.0,690.0,319.0,586.0,77.0,2545.0,958.0,2128.0,469.0,622.0,186.0,542.0,308.0,767.0,1075.0,581.0,759.0,267.0,624.0,206.0,2571.0,18.0,16.0,34.0,13.0,4.0,5.0,12.0,9.0,11.0,6800.0,495.0,183.69230769230768,74.61538461538461,329.0,167.0,2347.0,378.0,699.0,1077.0,449.0,287.0,71.0,477.0,637.0,1996.0,817.0,737.0,556.0,408.0,157.0,3.0,29.0,15.0,567.0,228.0,24.0,67.0,91.0,55.0,22.0,4.0,46.0,67.0,176.0,91.0,43.0,35.0,33.0,11.0,1.0,0.0,0.5294117647058824,0.7647058823529411,0.29411764705882354,0.45,0.4089856415006948,0.7487745098039216,0.3835616438356164,0.34986474301172227,0.6501352569882777,0.450187969924812,0.7540192926045016,0.34317343173431736,0.28651162790697676,0.7134883720930233,-26.0
10,SAC,SAC,WE,6.0,N,,,,946.0,2194.0,586.0,744.0,132.0,389.0,391.0,763.0,1154.0,540.0,645.0,289.0,584.0,98.0,2610.0,994.0,2221.0,479.0,586.0,223.0,604.0,326.0,702.0,1028.0,627.0,704.0,262.0,576.0,147.0,2690.0,12.0,22.0,34.0,7.0,10.0,5.0,12.0,6.0,14.0,6850.0,1752.4705882352941,184.0,77.61538461538461,311.0,141.0,2385.0,372.0,729.0,1101.0,513.0,256.0,91.0,489.0,575.0,2001.0,867.0,657.0,527.0,364.0,124.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,0.4117647058823529,0.29411764705882354,0.3,0.43117593436645396,0.7876344086021505,0.3393316195372751,0.33882149046793764,0.6611785095320624,0.4475461503827105,0.8174061433447098,0.36920529801324503,0.31712062256809337,0.6828793774319066,-80.0
4,SAS,SAS,WE,6.0,N,,,,792.0,2068.0,538.0,736.0,93.0,315.0,350.0,795.0,1145.0,428.0,728.0,187.0,513.0,167.0,2215.0,867.0,2176.0,544.0,745.0,149.0,482.0,389.0,783.0,1172.0,530.0,669.0,275.0,424.0,140.0,2427.0,12.0,22.0,34.0,9.0,8.0,3.0,14.0,10.0,14.0,6825.0,302.1764705882353,182.45454545454547,78.18181818181819,344.0,170.0,2215.0,350.0,795.0,1145.0,428.0,187.0,167.0,502.0,728.0,2068.0,792.0,736.0,538.0,315.0,93.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,0.5294117647058824,0.17647058823529413,0.4166666666666667,0.3829787234042553,0.7309782608695652,0.29523809523809524,0.3056768558951965,0.6943231441048034,0.3984375,0.7302013422818792,0.3091286307053942,0.3319112627986348,0.6680887372013652,-212.0
5,SAS,SAS,WE,7.0,N,,,,812.0,1940.0,488.0,628.0,79.0,247.0,302.0,701.0,1003.0,493.0,628.0,272.0,513.0,106.0,2191.0,888.0,2003.0,416.0,564.0,172.0,469.0,324.0,710.0,1034.0,575.0,624.0,280.0,492.0,129.0,2364.0,9.0,25.0,34.0,6.0,11.0,3.0,14.0,6.0,16.0,6875.0,249.99999999999997,183.8,76.33333333333333,344.0,170.0,2191.0,302.0,701.0,1003.0,493.0,272.0,106.0,498.0,628.0,1940.0,812.0,628.0,488.0,247.0,79.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2647058823529412,0.35294117647058826,0.17647058823529413,0.2727272727272727,0.41855670103092785,0.7770700636942676,0.31983805668016196,0.30109670987038883,0.6989032901296112,0.4433349975037444,0.7375886524822695,0.36673773987206826,0.31334622823984526,0.6866537717601547,-173.0
6,SAS,SAS,WE,7.0,N,,,,764.0,1833.0,503.0,652.0,110.0,339.0,256.0,690.0,946.0,433.0,650.0,195.0,535.0,90.0,2141.0,898.0,2059.0,463.0,611.0,142.0,408.0,351.0,704.0,1055.0,563.0,685.0,283.0,429.0,148.0,2401.0,7.0,27.0,34.0,5.0,12.0,2.0,15.0,3.0,19.0,6800.0,887.0,182.16666666666666,74.0,303.0,156.0,1843.0,199.0,572.0,771.0,427.0,186.0,46.0,461.0,560.0,1611.0,660.0,524.0,413.0,339.0,110.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20588235294117646,0.29411764705882354,0.11764705882352941,0.13636363636363635,0.41680305510092747,0.7714723926380368,0.32448377581120946,0.27061310782241016,0.7293868921775899,0.4361340456532297,0.7577741407528642,0.3480392156862745,0.33270142180094786,0.6672985781990521,-260.0
7,SAS,SAS,WE,6.0,N,,,,915.0,2255.0,504.0,672.0,189.0,556.0,354.0,814.0,1168.0,540.0,610.0,246.0,488.0,83.0,2523.0,974.0,2262.0,490.0,640.0,165.0,459.0,372.0,865.0,1237.0,560.0,641.0,254.0,480.0,129.0,2603.0,13.0,21.0,34.0,6.0,11.0,7.0,10.0,10.0,10.0,6800.0,1027.0,182.3,73.5,269.0,156.0,2032.0,273.0,645.0,918.0,492.0,223.0,53.0,351.0,485.0,1822.0,732.0,549.0,427.0,429.0,141.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38235294117647056,0.35294117647058826,0.4117647058823529,0.5,0.4057649667405765,0.75,0.33992805755395683,0.3030821917808219,0.696917808219178,0.4305923961096375,0.765625,0.35947712418300654,0.30072756669361356,0.6992724333063864,-80.0
8,SAS,SAS,WE,2.0,Y,W,L,,923.0,2176.0,464.0,577.0,207.0,566.0,323.0,764.0,1087.0,567.0,653.0,283.0,558.0,130.0,2517.0,904.0,2139.0,529.0,688.0,147.0,454.0,361.0,776.0,1137.0,516.0,619.0,257.0,583.0,137.0,2484.0,20.0,14.0,34.0,9.0,8.0,11.0,6.0,13.0,9.0,6875.0,1331.0,182.4,76.3,270.0,158.0,2000.0,286.0,646.0,932.0,500.0,234.0,115.0,429.0,558.0,1761.0,750.0,472.0,376.0,351.0,124.0,1.0,42.0,25.0,942.0,382.0,55.0,108.0,163.0,96.0,38.0,24.0,67.0,92.0,318.0,140.0,82.0,63.0,87.0,39.0,1.0,0.0,0.5882352941176471,0.5294117647058824,0.6470588235294118,0.5909090909090909,0.4241727941176471,0.804159445407279,0.3657243816254417,0.297148114075437,0.702851885924563,0.42262739597942967,0.7688953488372093,0.3237885462555066,0.3175021987686895,0.6824978012313104,33.0
9,SAS,SAS,WE,1.0,Y,W,W,L,901.0,2080.0,561.0,694.0,183.0,539.0,246.0,847.0,1093.0,601.0,602.0,272.0,525.0,150.0,2546.0,904.0,2271.0,471.0,634.0,139.0,483.0,389.0,817.0,1206.0,500.0,666.0,278.0,528.0,109.0,2418.0,24.0,10.0,34.0,15.0,2.0,9.0,8.0,10.0,10.0,6850.0,1854.0,180.91666666666666,73.83333333333333,282.0,147.0,2302.0,213.0,769.0,982.0,543.0,236.0,129.0,435.0,504.0,1902.0,825.0,611.0,497.0,474.0,155.0,3.0,71.0,37.0,1576.0,585.0,53.0,161.0,214.0,128.0,51.0,28.0,112.0,114.0,484.0,206.0,165.0,134.0,106.0,39.0,0.0,0.0,0.7058823529411765,0.8823529411764706,0.5294117647058824,0.5,0.43317307692307694,0.80835734870317,0.3395176252319109,0.2250686184812443,0.7749313815187557,0.3980625275209159,0.7429022082018928,0.28778467908902694,0.3225538971807628,0.6774461028192371,128.0
10,SAS,SAS,WE,4.0,Y,L,,,936.0,2190.0,487.0,626.0,256.0,739.0,281.0,768.0,1049.0,598.0,596.0,257.0,509.0,116.0,2615.0,1000.0,2279.0,488.0,620.0,173.0,499.0,364.0,824.0,1188.0,529.0,643.0,268.0,502.0,120.0,2661.0,15.0,19.0,34.0,10.0,7.0,5.0,12.0,10.0,10.0,6950.0,2554.0,179.33333333333334,74.88888888888889,270.0,160.0,2399.0,252.0,690.0,942.0,560.0,230.0,97.0,410.0,515.0,1997.0,857.0,577.0,456.0,672.0,229.0,5.0,23.0,15.0,536.0,241.0,26.0,52.0,78.0,47.0,20.0,6.0,24.0,43.0,184.0,90.0,52.0,39.0,45.0,22.0,0.0,0.0,0.4411764705882353,0.5882352941176471,0.29411764705882354,0.5,0.4273972602739726,0.7779552715654952,0.34641407307171856,0.2678741658722593,0.7321258341277407,0.43878894251864853,0.7870967741935484,0.3466933867735471,0.3063973063973064,0.6936026936026936,-46.0
